content,score
"je mexcuse mais je suis un chaffeur yassir et je trouve que 24% cest injuste pour nous les chauffeurs, nous on se deplace des fois des KM pour prendre le client pour quelques miettes et en fin de compte yassir nous prend 1sur4 du tarif de la course, en plus on reçois des courses des fois a 20 km et il nous demandent de ne pas annuler, et le client aussi narrive pas à annuler à cause des bugs,cest a revoir en urgence si non le seul moyen cest de quitter vers une autre application concurrente",0
خدمة الزبناء لا ترقى للمستوى المطلوووب,0
Il y a beaucoup de bugs avec la mise à jour du 29/7/2020. Rien ne souvre  Je désinstalle.,0
Jai demandé des choses mais je nest pas reçu,1
صققققثضصصصغثقققثقثثغثصصغققث٢١صثثصقثققققققثققققث,2
Jaime bien. Mais il y a des efforts à faire. Il y a des produits qui ne sont du tout de bonne qualité. Ne pas permettre la vente de produits de pacotille... Jai commandé une SmartWatch  air pods que jai utilisé pendant deux journées seulement. Bat très moche... Les air pods i11 ajoutés ne jouent quà peine pendant 10 min... Rassurez votre clientèle davoir fait un bon choix.,1
"Vous nêtes pas à la hauteur, promesses non tenues, engagements non satisfaits, des produits de très mauvaises qualités et puis cherté à lextrême, avec tout ça et vous nous demandez de bien vouloir vous faire gagner une bonne publicité et de conseiller vos services pour nos amis et notre entourages nest ce pas ",0
L appli a sauvegade mes donnees bancaires sans me prevenir ni me donner le choix de ne pas accepter.,1
Komace,2
Cette application est très bon et simple car elle nous permet deffectuer nos achats sans se déplacer,2
El application lo5ra hbeel wlh kenet sehla w ma7leha karkom traj3ouha ama en pluss barcha ma3jbethomch hethy wlh karkom traj3ouha a3leeh badaltouha  Zaa7 wlhy 7lowa w ma7leha kol youm nod5ol nchouf kraheb hethy sa3abtouha w ma3jbetni betjoulya,0
Jumia est vraiment génial.,2
أعجبنى,2
Pas facile,1
Fast delivery,2
معامله ممتازة,2
vous êtes à la longue limite : chiants trop agressifs et intrusifs surtout inoportuns.,0
عملية فعالة سهلة الاستخدام البنك التونسي علامة مميزة جدا الف تحية كل عام و انتم بالف خير و وتمنياتي لكم بالمزيد من التالق و التقدم,2
Nies,2
البرنامج حلو بس فى حاجه مش حلوة عندى سؤال لو انا طلبت حاجه ينفع ادفع كاش ولا لازم فيزا انا طلبت ماوس من jumia express هل كده هدفع كاش ولا فيزا   ارجو الرد لاعطى الخمس نجوم,1
انا طلبت منتج بس للاسف شركه الشحن سيئه للغايه وغير ملتزمه بالمواعيد بالاضافه الي سؤ التعامل من جه مناديب الشحن وطريقه الكلام,1
Metcî. Encore mieu,1
Jumia,2
Cest bon mais revoyez les frais de livraison,1
"Chaque fois je quitte lapplication, un message derreur saffiche et mindique que le login ou le mot de passe est erroné et le compte devient bloqué. A chaque fois le service clientèle me fournit un nouveau mot de passe et le problème persiste.",0
martin netnek fi 3g jeb rabi jetni f 3 lef,0
Excellent réseau de communication avec Ooredoo,2
Jai aimer cette application cest la meilleur,2
شركه فاشله ونصابه,0
اشتريت منتج لايمثل السعر الحقيقي قبل الخصم او حتي بعد الخصم المفترض التاكد من المنتج من خلال التطبيق,0
inaccessibilité de lenregistrement en ligne. de vous joindre sur la rubrique.  nous contacter.,1
"Pas besoin de se déplacer, le détail sur le produit est parfait .",1
Je ne peux plus faire des virements en ligne  Une explication svp ,1
5raaaa,0
Bonne application aves pleins davantages ,2
النسخة القديمة أفضل بكثير من النسخة الجديدة,0
Je ne suis pas daccord avec le fait que il faut obligatoirement mettre lapplication à jour avant de lutiliser,1
très bonne application pour faire des achats,1
Je la conseille à tout le monde ya beaucoup de choses intéressantes,2
verry god,2
Trooooooop de bug,0
بعد اكتمال التجربه و استلام المنتج,1
Impossible de modifier la carte bancaire après une erreur sur le numéro,1
C un bon depart pour mieu parler d1 bonne cevilisation,2
Achete,2
Fausse annonce... arnaque au black friday les produit tel que les telephone sont juste pour attirer,0
لو سمحت انا طلبت اورد وعايز ابدله وجالي المندوب واستلم الاورد ودني وصل وجتلي رساله بقسيمه شراء اتعمل بيها ازاي,1
Nulle nulle nulle,0
"Appreciable,",1
Il ne sagit pas de toujours présenté les excuses on se sait des commentaires pour améliorer le service,1
أين اللغة العربية,1
Je voudrais savoir pourquoi Moov money a été retiré des méthodes de paiement.,0
"Je suis un client assidu de Jumia avec divers fortunes dt 2 que je souhaite relater: j ai reçu une commande dun compresseur à air pour véhicule qui ne fonctionnait carrement pas je men suis rendu compte 2 semaine après qd j ai essayé de l utiliser 2e j ai commandé 4x un micro-onde Toshiba tactile avec led foto a l appui et decris tel dans la description à différentes périodes, à chaq fois on me livre autre totalement différent  idem pour une tv avec des option qui n existe pas en réalité.",1
j.espere que vous vendez pas du pacotille,0
Je suis fière de jumia,2
transport trop élevé,1
Le service est bon pendant cette periode de pandemie,1
Boooonn,2
Blackfriday merci,2
bonne apli mais dans les adress on peut pas choisir la region du gbeke,1
Je narrive pas à ouvrir jumia sur ma tab 2,1
Cool la pli,1
Zéro crédibilité,0
Kadabine,0
Comment faire un compte pour vente et proposer les annonces facile SVP,0
r des z de à zr de rtyzz et zzzguzy,1
uiلا,1
حاجه مقرفه اصلا... موقع سوق احسن منه... بكتير.. ده انا لحد دلوقتي طالب الاوردر 3مرات ويتلغي...,0
satisfait jusqua present,2
Accessibilité facile... jaime bien lapplication ,1
تطبيق جيد.,2
Lapplication est bien bon mais souvent lorsque tu commande ce nest pas ta taille qui vient.,2
شركه محترمه,2
ممكن الرد عايزه اعراف اظاى ادفع فورى ضرورى,1
Tres bonne visibilité des articles,2
Euh les produits sont pas pareils,2
تطبيق جميل ولكن به بعض العيوب عند إرجاع منتج لم تصلني الفلوس مع مرور اكثر من اسبوعين علي عملية الارجاع كذلك توجد بعض المنتجات معروضة بشكل مخالف للواقع,1
Abdlilah,2
"Jadoooooooore votre service merci bcp je suis une cliente fidèle et je 
reste ",2
chui tres satisfaite bon continuation,2
"j arrive pas a créer un compte sous pretexte que j ai deja un compte sauf 
que j e na i pas de compte",0
سلعة عيانة والتوصيل غالي الثمن,0
بشعة,0
"assez sympa cette app mais elle le serait encore mieux sil marchait gratuitement avec les principaux opérateurs mobiles Ivoiriens autrement, ça ne diminue en rien nos dépenses, mais bien au contraire, elle en ajoute ... ce qui nest vraiment pas génial  paix",2
Super merci pour tout,1
Vous êtes des monteurs jumia,0
bien Mérite certaine amélioration,1
Pourquoi on livre pas à fatick,1
Pas mal Jumia Juste quelques réglages à faire et le tour est joué.... Bon courage à toute léquipe,1
Ctai bien mais dpui hier rien ne saffiche on ecri pas de cnexion kel es le souci,0
ممتاز واسعاره ممتازه,2
لا يعمل عند تسجيل الدخول إلى حسابي ودي مشكلة,0
"Cest super sympa avec JUMIA. Vous avez ce que vous voulez devant chez vous à des prix raisonnables et avec un personnel très sympa en loccurrence Mr Djoudi , et les autres. Bonne continuation JUMIA.",2
Pas daccès,0
رررووووععععععه,2
Très bon jumia jadore,1
Passionnante,2
"Lapplication est purement du flop je ne peux pas ni recharger mon compte en ligne, ni trensfert ni trensformer mes points merci et ni et ni et ni.....",0
Cmt on accède maintenant aux ventes flash à partir de lapp  Prkoi ns faire télécharger ça ,0
السلام عليكم ورحمه الله وبركاته طيب انا دلوقتى حملت التطبيق فين بقى الهديه ممكن وهاعملكم دعايا كتيييييير,2
Bravoo jumia,2
تطبيق غشاش,0
بصراحه تميز في  جوده المنتج وثقه المعامله,2
ارجو مراجعه مصاريف الشحن لانها عائق امام العملاء,1
Fontasstique,1
هل بيبقا في حاجات معلهاش مصاريف شحن وبتوصلها لنوب طريف,1
Null. Livraison très cher par rapport aux produits.,0
"Jai perdu mon temps pour linstaller, et ça ne marche pas ",0
Tres bien pour la vante et lachat,1
Super application très ergonomique,2
التطبيق جميل بس تلفون realme بيروح ويجي التلفون مش عارف اشتري,2
Je vais tester la performance de votre application bonsoir,1
Chafara des arnaques jétait une bonne cliente chez vous même la qualité les articles 0 w après ce black friday vraiment 3rafte rakom chafara ba9i mawsaltch miniut bolkito kolchi même lapplication  vraiment binkom w bin ce culture 300ans,0
Ces cool simple et efficace,1
Elle fonction a merveil,0
بسراحه الطتبيق جامد,2
"انا بتعامل معها من زمان ولما المنتج مبيعجبنيش او فيه عيب بصراحه بعتو واحد 
غيره مجانا",2
"lapplication ne fonctionne plus suite au mise à jour rubrique recharge, fonctionnalité scan code",1
Du courage,1
Des escrocs,0
ancien est plus facile,0
"Je suis ravi de votre application, mais jai une seule préoccupation au 
niveau du coût des frais de transport. Je constate que les frais de 
transport sont trop chers. je viens dacheter un écouteur de 1800 
actuellement, avec à cause des frais je vais payer 3150f. Vraiment si vous 
pouvez revoir les frais de transport ça pourrait nous motiver à acheter 
plus de produits encore sur la jumia.",2
très bonne application merci beaucoup,2
mauvaise application.,0
كنت عايز اديله 5نجوم بس المشكله انو مفيش مكان ليه الا علي الانترنت ممكن تعملو فروع ف كل مكان وده هيكون احسن,1
eeeeeeeeeeeeeeeeeeeé,1
Vraiment pas mal,1
application fiable et facile a utiliser,1
Bug bcp plus actu de,1
Lapplication marché a merveille cest le service de Julia qui est négligeant,1
ايييو غير مكاله كل شيء غالي,0
أنا كنشري عن بعد اول مرة كنشري من جوميا كلشي كيشكرها وفضلت نولي نشرب من جوميا,2
"vraiment je deteste cette application , apret 00h00 ils sont ferme et il disant quils ya un promotion",0
